Defline,Subtype,US Clade,Global Clade
>A/swine/Iowa/A022642/2020|05/11/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02266076/2018|10/03/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02267871/2018|10/19/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02268397/2018|10/24/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02268402/2018|10/24/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02268516/2018|11/01/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02268957/2018|10/31/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02268966/2018|11/09/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02269643/2018|11/12/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02269651/2018|11/05/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02269695/2018|11/13/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02270002/2018|11/14/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02271039/2018|11/21/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02271042/2018|11/02/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02427667/2018|12/13/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02428126/2018|12/26/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02429288/2019|01/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02429499/2019|01/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02429949/2019|01/21/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02429951/2019|01/21/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02429953/2019|01/22/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02430278/2019|02/08/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02430478/2019|02/11/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02430691/2019|02/20/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02430907/2019|02/22/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02431133/2019|03/11/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02431148/2019|03/07/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02431352/2019|03/14/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02431613/2019|03/21/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02431885/2019|03/25/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02431986/2019|04/04/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02431988/2019|04/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02431991/2019|04/02/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02432156/2019|04/08/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02432164/2019|04/10/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02432168/2019|04/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02432317/2019|04/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02432324/2019|04/15/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02432383/2019|04/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478446/2019|04/26/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478449/2019|04/26/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478455/2019|04/25/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478483/2019|05/15/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478486/2019|05/16/2019|Iowa|6|NA,N2,1998,1998
>A/swine/Iowa/A02478488/2019|05/10/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478490/2019|05/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478494/2019|05/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478507/2019|05/24/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478516/2019|05/20/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478519/2019|06/03/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478521/2019|05/31/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478522/2019|05/28/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478529/2019|06/05/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478536/2019|06/03/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478539/2019|06/05/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478542/2019|06/14/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478548/2019|06/11/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478553/2019|06/07/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478557/2019|06/18/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478562/2019|06/18/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478563/2019|06/19/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478570/2019|07/01/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478575/2019|07/01/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478578/2019|07/10/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478582/2019|07/02/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478584/2019|07/10/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478586/2019|07/17/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478588/2019|07/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478595/2019|07/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478600/2019|07/26/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478601/2019|07/30/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478603/2019|07/29/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478604/2019|08/01/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478605/2019|08/05/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478617/2019|08/19/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478623/2019|08/21/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478632/2019|09/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478634/2019|08/27/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478636/2019|08/26/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478649/2019|09/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478650/2019|09/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478654/2019|09/03/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478658/2019|09/05/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478662/2019|09/10/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478673/2019|09/05/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478674/2019|09/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478683/2019|09/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478688/2019|09/18/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478700/2019|09/24/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478703/2019|09/25/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478723/2019|10/03/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478729/2019|10/08/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478730/2019|10/08/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478735/2019|10/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478747/2019|10/11/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478750/2019|10/09/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478758/2019|10/07/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478759/2019|10/07/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478762/2019|10/04/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478767/2019|10/16/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478782/2019|10/15/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478793/2019|10/23/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478795/2019|10/22/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478817/2019|10/29/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478825/2019|10/29/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478829/2019|11/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478854/2019|11/06/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478855/2019|11/06/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478861/2019|11/11/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478871/2019|11/12/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478878/2019|11/14/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478910/2019|11/20/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478930/2019|12/03/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478937/2019|12/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478955/2019|12/06/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478956/2019|12/04/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478976/2019|12/24/2019|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02478979/2019|12/31/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478982/2020|01/08/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02478997/2020|01/13/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479008/2020|01/21/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479012/2020|01/24/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479018/2020|01/22/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479022/2020|01/22/2020|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A02479026/2020|01/22/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479032/2020|01/29/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479034/2020|01/27/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479036/2020|01/28/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02479047/2020|02/03/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479050/2020|02/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479053/2020|02/07/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479059/2020|02/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479069/2020|02/17/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479075/2020|02/19/2020|Iowa|6|NA,N1,pandemic,pandemic
>A/swine/Iowa/A02479100/2020|02/25/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479120/2020|03/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479126/2020|03/05/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479137/2020|03/18/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479140/2020|03/11/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479153/2020|03/19/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479154/2020|03/19/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479159/2020|03/23/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479185/2020|03/27/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479225/2020|04/15/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479228/2020|04/16/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479233/2020|04/16/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479234/2020|04/15/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479259/2020|04/17/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479282/2020|04/27/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479300/2020|05/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479302/2020|05/01/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02479304/2020|05/04/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479305/2020|05/04/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479313/2020|05/06/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02479339/2020|05/11/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479341/2020|05/13/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479352/2020|05/18/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479355/2020|05/18/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02479421/2020|06/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479423/2020|06/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479427/2020|06/04/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02479429/2020|06/03/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524423/2020|06/08/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524429/2020|06/16/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524434/2020|06/17/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524435/2020|06/18/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524447/2020|06/26/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524450/2020|06/25/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524451/2020|06/25/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524475/2020|06/26/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524494/2020|07/13/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524509/2020|07/29/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524512/2020|07/30/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524543/2020|08/13/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524553/2020|08/20/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524556/2020|08/19/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524560/2020|08/20/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524561/2020|08/21/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524590/2020|08/31/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524591/2020|08/31/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524613/2020|09/10/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524639/2020|09/16/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524645/2020|09/22/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524660/2020|09/24/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524683/2020|10/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524684/2020|10/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524685/2020|10/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524686/2020|10/02/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524689/2020|10/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524696/2020|10/05/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524699/2020|10/02/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524700/2020|10/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524701/2020|10/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524706/2020|10/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524708/2020|10/07/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524727/2020|04/09/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524732/2020|10/13/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524734/2020|04/09/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524750/2020|10/15/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524755/2020|10/15/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524757/2020|10/19/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524761/2020|10/19/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524764/2020|10/20/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524768/2020|10/21/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524770/2020|10/20/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524773/2020|10/21/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524778/2020|10/23/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524794/2020|10/22/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524795/2020|10/26/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524801/2020|10/27/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524807/2020|10/24/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524809/2020|10/28/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524815/2020|10/28/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524818/2020|10/28/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524819/2020|10/29/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524828/2020|10/29/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524845/2020|10/29/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524850/2020|10/28/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524851/2020|10/30/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524862/2020|11/04/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524878/2020|11/09/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524889/2020|11/10/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524891/2020|11/11/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524903/2020|11/17/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524934/2020|11/30/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524937/2020|12/01/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524943/2020|12/02/2020|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02524952/2020|12/02/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524962/2020|12/08/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02524986/2020|12/16/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525002/2020|12/21/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525005/2020|12/18/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525019/2020|12/28/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525020/2020|12/27/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525023/2020|12/29/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525036/2020|12/30/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525037/2021|01/04/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525040/2021|01/05/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525042/2020|12/30/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525046/2021|01/08/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525063/2021|01/13/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525076/2021|01/14/2021|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02525092/2021|01/18/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525106/2021|01/22/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525108/2021|01/22/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525111/2021|01/27/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525136/2021|02/01/2021|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02525153/2021|02/09/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525173/2021|02/10/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525175/2021|02/12/2021|Iowa|6|NA,N1,pandemic,pandemic
>A/swine/Iowa/A02525183/2021|02/17/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525184/2021|02/15/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525206/2021|02/24/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525214/2021|02/24/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525221/2021|03/01/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525241/2021|03/04/2021|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02525249/2021|03/11/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525251/2021|03/10/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525261/2021|03/16/2021|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02525263/2021|03/16/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525290/2021|03/23/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525298/2021|03/08/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525305/2021|03/25/2021|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02525306/2021|03/26/2021|Iowa|6|NA,N2,2002A,2002A
>A/swine/Kansas/018050_1/2014|07/09/2014|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/13_105721a/2013|02/20/2013|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/14_000624/2015|01/12/2015|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/14_032477/2014|12/10/2014|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377090/2013|10/10/2013|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377161/2013|12/02/2013|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377165/2013|12/02/2013|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377326/2014|07/01/2014|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377582/2015|08/10/2015|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377619/2015|10/22/2015|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01377649/2015|12/07/2015|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01378025/2017|05/01/2017|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01378039/2018|03/05/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01378040/2018|04/16/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01378042/2019|02/08/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01378043/2019|02/21/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01378045/2019|10/30/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01785429/2018|01/29/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01785536/2018|05/07/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01785624/2018|09/19/2018|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01785730/2018|10/31/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01785735/2018|11/01/2018|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A01785786/2018|12/10/2018|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A01785815/2019|01/04/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245011/2019|03/18/2019|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A02245216/2019|08/16/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245241/2019|09/13/2019|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A02245244/2019|09/19/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245259/2019|10/01/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245345/2019|11/29/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245349/2019|12/03/2019|Kansas|6|NA,N2,2002A,2002A
>A/swine/Kansas/A02245371/2019|12/27/2019|Kansas|6|NA,N2,2002B,2002B
>A/swine/Kansas/A02245376/2020|01/07/2020|Kansas|6|NA,N2,2002A,2002A
