strain,date,state,most similar blast clade
A/swine/Illinois/A01782837/2016,10/31/2016,Illinois,2010-human_like
A/swine/Missouri/A01782797/2016,10/24/2016,Missouri,2010-human_like
A/swine/Iowa/A01782232/2016,10/5/2016,Iowa,2010-human_like
A/swine/Kentucky/16TOSU3279/2016,7/7/2016,Kentucky,C_IVA
A/swine/Iowa/A01777671/2016,7/6/2016,Iowa,2010-human_like
A/swine/Indiana/16TOSU4438/2016,7/1/2016,Indiana,C_IVA
A/swine/Illinois/A01894511/2016,3/29/2016,Illinois,C_IVE
A/swine/North_Carolina/A01728953/2016,1/6/2016,North_Carolina,2010-human_like
A/swine/Missouri/A01798099/2015,11/17/2015,Missouri,2010-human_like
A/swine/Iowa/A01797426/2015,11/17/2015,Iowa,2010-human_like
A/swine/Ohio/15TOSU0741/2015,9/9/2015,Ohio,C_IVB
A/swine/Ohio/15TOSU0742/2015,9/9/2015,Ohio,C_IVB
A/swine/Illinois/A02035711/2015,7/16/2015,Illinois,C_IVB
A/swine/Indiana/A01260900/2015,5/13/2015,Indiana,C_IVB
A/swine/Minnesota/A01847108/2015,4/3/2015,Minnesota,C_IVB
A/swine/Missouri/A01554378/2015,4/2/2015,Missouri,2010-human_like
A/swine/California/A01459014/2015,3/18/2015,California,C_IVB
A/swine/Illinois/A01840351/2015,1/13/2015,Illinois,C_IVE
A/swine/Nebraska/A01567084/2014,12/11/2014,Nebraska,C_IVA
A/swine/Iowa/A01410971/2014,6/16/2014,Iowa,C_IVA
A/swine/Iowa/A01501525/2014,5/29/2014,Iowa,C_IVA
A/swine/Iowa/A01410600/2014,Apr-14,Iowa,C_IVA
A/swine/Iowa/A01410752/2014,Apr-14,Iowa,C_IVA
A/swine/Illinois/A01493469/2014,3/26/2014,Illinois,C_IVE
A/swine/Illinois/A01491193/2014,1/23/2014,Illinois,C_IVE
A/swine/Missouri/A01410818/2013,12/19/2013,Missouri,2010-human_like
A/swine/Iowa/A01432840/2013,Jun-13,Iowa,C_IVA
A/swine/Indiana/A01260280/2013,4/19/2013,Indiana,C_IVA
A/swine/Ohio/A01349615/2013,3/29/2013,Ohio,C_IVA
A/swine/Iowa/13C020/2013,3/26/2013,Iowa,C_IVB
A/swine/Iowa/13C038/2013,3/26/2013,Iowa,C_IVB
A/swine/Iowa/13C029/2013,3/26/2013,Iowa,C_IVB
A/swine/Indiana/A01260230/2013,2/5/2013,Indiana,C_IVA
A/swine/Indiana/A01260163/2012,12/5/2012,Indiana,C_IVA
A/swine/Indiana/A01260041/2012,Oct-12,Indiana,C_IVA
A/swine/Ohio/A01208180/2012,7/31/2012,Ohio,C_IVA
A/swine/Iowa/A01203463/2012,4/24/2012,Iowa,C_IVB
A/swine/Nebraska/A01240867/2012,1/3/2012,Nebraska,C_IVF
A/swine/Nebraska/A01240337/2011,11/21/2011,Nebraska,C_IVF
A/swine/Iowa/A01202878/2011,11/17/2011,Iowa,C_IVA
A/swine/Iowa/A01202879/2011,11/17/2011,Iowa,C_IVA
A/swine/Minnesota/A01240127/2011,10/10/2011,Minnesota,C_IVF
A/swine/Iowa/A01202659/2011,10/6/2011,Iowa,C_IVA
A/swine/Iowa/A01202640/2011,9/30/2011,Iowa,C_IVA
A/swine/Minnesota/A00907734/2011,8/4/2011,Minnesota,C_IVF
A/swine/Indiana/9622/2011,2011,Indiana,C_IVA
A/swine/Pennsylvania/62170_4/2010,10/25/2010,Pennsylvania,C_IV
A/swine/Minnesota/A01328452/2012,4/12/2012,Minnesota,C_IVB
A/swine/MI/71110/2018,10/11/2018,Michigan,LAIV_C-I
A/swine/MO/35986/2018,5/17/2018,Missouri,LAIV_C-I
A/swine/North_Carolina/A01785538/2018,5/10/2018,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785534/2018,5/8/2018,North_Carolina,2010-human_like
A/swine/Ohio/OH18_08576.4/2018,4/15/2018,Ohio,2010-human_like
A/swine/IA/26354/2018,4/11/2018,Iowa,LAIV_C-I
A/swine/Ohio/OH_18_7969/2018,4/6/2018,Ohio,2010-human_like
A/swine/IA/24486/2018,4/6/2018,Iowa,LAIV_C-I
A/swine/North_Carolina/A02142722/2018,2/14/2018,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785419/2018,1/16/2018,North_Carolina,2010-human_like
A/swine/Nebraska/A02136759/2017,11/13/2017,Nebraska,2010-human_like
A/swine/Ohio/70258/2017,10/20/2017,Ohio,2016-human_like
A/swine/Maryland/A01764022/2017,9/23/2017,Maryland,2010-human_like
A/swine/Maryland/A01764002/2017,9/17/2017,Maryland,2010-human_like
A/swine/Ohio/17TOSU4791/2017,9/1/2017,Ohio,2010-human_like
A/swine/Iowa/A02218762/2017,8/7/2017,Iowa,2010-human_like
A/swine/Ohio/17TOSU4107/2017,8/1/2017,Ohio,2010-human_like
A/swine/West_Virginia/17TOSU4485/2017,8/1/2017,West_Virginia,2010-human_like
A/swine/Ohio/17TOSU4320/2017,8/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU4118/2017,8/1/2017,Ohio,2010-human_like
A/swine/Illinois/17TOSU5489/2017,7/1/2017,Illinois,2010-human_like
A/swine/Ohio/17TOSU4304/2017,7/1/2017,Ohio,2010-human_like
A/swine/Oklahoma/38671/2017,6/5/2017,Oklahoma,2016-human_like
A/swine/Ohio/17TOSU5172/2017,6/1/2017,Ohio,2010-human_like
A/swine/Illinois/17TOSU5908/2017,6/1/2017,Illinois,2010-human_like
A/swine/Oklahoma/24795/2017,4/14/2017,Oklahoma,2016-human_like
A/swine/Oklahoma/A02216476/2017,4/6/2017,Oklahoma,2016-human_like
A/swine/Oklahoma/23879/2017,4/6/2017,Oklahoma,2016-human_like
A/swine/Iowa/A01667096/2017,3/14/2017,Iowa,2010-human_like
A/swine/Iowa/A01932575/2017,2/27/2017,Iowa,2010-human_like
A/swine/Iowa/A01932040/2017,2/8/2017,Iowa,2010-human_like
A/swine/Iowa/A01932044/2017,2/8/2017,Iowa,C_IVA
A/swine/Ohio/A01785284/2017,1/25/2017,Ohio,2010-human_like
A/swine/North_Carolina/A01668034/2016,11/8/2016,North_Carolina,C_IVB
A/swine/Kentucky/16TOSU8840/2016,8/1/2016,Kentucky,2010-human_like
A/swine/North_Carolina/A01777729/2016,7/18/2016,North_Carolina,C_IVB
A/swine/Indiana/A01812235/2016,6/23/2016,Indiana,C_IVA
A/swine/Indiana/16TOSU2234/2016,6/18/2016,Indiana,C_IVA
A/swine/Indiana/16TOSU2894/2016,6/12/2016,Indiana,C_IVA
A/swine/Iowa/16TOSU2708/2016,6/9/2016,Iowa,C_IVA
A/swine/Minnesota/A01677360/2016,5/4/2016,Minnesota,2010-human_like
A/swine/Iowa/A01796498/2015,11/24/2015,Iowa,2010-human_like
A/swine/Iowa/A01795441/2015,10/14/2015,Iowa,2010-human_like
A/swine/North_Carolina/A02025678/2015,8/21/2015,North_Carolina,C_IVA
A/swine/Missouri/A01840724/2015,2/5/2015,Missouri,2010-human_like
A/swine/Nebraska/A01567651/2015,1/12/2015,Nebraska,C_IVA
A/swine/Missouri/A01840324/2015,1/8/2015,Missouri,2010-human_like
A/swine/Nebraska/A01567207/2014,12/18/2014,Nebraska,C_IVA
A/swine/Missouri/A01840170/2014,12/15/2014,Missouri,2010-human_like
A/swine/Missouri/A01840163/2014,12/12/2014,Missouri,2010-human_like
A/swine/Iowa/A01501048/2014,5/13/2014,Iowa,C_IVA
A/swine/Minnesota/A01394278/2013,9/19/2013,Minnesota,C_IVA
A/swine/Iowa/13H075/2013,8/28/2013,Iowa,C_IVA
A/swine/Ohio/13TOSU1373/2013,8/1/2013,Ohio,C_IVA
A/swine/Iowa/13E045/2013,5/29/2013,Iowa,C_IVA
A/swine/Iowa/13C019/2013,3/26/2013,Iowa,C_IVB
A/swine/Iowa/13C044/2013,3/26/2013,Iowa,C_IVB
A/swine/Ohio/A01349485/2013,3/22/2013,Ohio,C_IVA
A/swine/Ohio/A01349495/2013,3/22/2013,Ohio,C_IVA
A/swine/Ohio/A01349302/2013,3/12/2013,Ohio,C_IVA
A/swine/Ohio/A01349305/2013,3/12/2013,Ohio,C_IVA
A/swine/Texas/13TOSU0060/2013,2/28/2013,Texas,C_IVA
A/swine/Nebraska/A01270879/2012,10/16/2012,Nebraska,C_IVF
A/swine/Ohio/12TOSU464/2012,8/9/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU467/2012,8/9/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU420/2012,8/6/2012,Ohio,C_IVA
A/swine/Indiana/A01104030/2012,8/1/2012,Indiana,C_IVA
A/swine/Indiana/A01104029/2012,8/1/2012,Indiana,C_IVA
A/swine/Ohio/12TOSU293/2012,7/28/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU268/2012,7/28/2012,Ohio,C_IVA
A/swine/Nebraska/A01300475/2012,7/13/2012,Nebraska,C_IVF
A/swine/Nebraska/A01300022/2012,6/25/2012,Nebraska,C_IVF
A/swine/Iowa/A01243311/2012,4/23/2012,Iowa,C_IVB
A/swine/Minnesota/A01328451/2012,4/12/2012,Minnesota,C_IVB
A/swine/Minnesota/A01203412/2012,4/11/2012,Minnesota,C_IVB
A/swine/Illinois/A01327396/2012,4/5/2012,Illinois,C_IVE
A/swine/Minnesota/A01442410/2012,3/26/2012,Minnesota,C_IVB
A/swine/South_Dakota/MT_12_07_2018/2012,3/14/2012,South_Dakota,C_IV
A/swine/Illinois/A00857304b/2012,1/5/2012,Illinois,C_IVA
A/swine/Illinois/A00857304a/2012,1/5/2012,Illinois,C_IVA
A/swine/Illinois/A00857300/2011,11/28/2011,Illinois,C_IVA
A/swine/Illinois/A00857138a/2011,10/20/2011,Illinois,C_IVA
A/swine/Illinois/A00857138b/2011,10/20/2011,Illinois,C_IVA
A/swine/Illinois/A00857134/2011,10/4/2011,Illinois,C_IVA
A/swine/Illinois/A00857131/2011,9/24/2011,Illinois,C_IVA
A/swine/Illinois/A00857129/2011,9/14/2011,Illinois,C_IVA
A/swine/Iowa/A01202573/2011,9/7/2011,Iowa,C_IVA
A/swine/Iowa/A01202529/2011,8/22/2011,Iowa,C_IVA
A/swine/Iowa/A01202530/2011,8/22/2011,Iowa,C_IVA
A/swine/Indiana/A01049091/2010,11/18/2010,Indiana,C_IVA
A/swine/Minnesota/A01134337/2010,11/17/2010,Minnesota,C_IVA
A/swine/Illinois/A01076719/2010,11/1/2010,Illinois,C_IVA
A/swine/Indiana/A00968321/2010,10/18/2010,Indiana,C_IVA
A/swine/Michigan/16TOSU5086/2016,8/1/2016,Michigan,C_IVA
A/swine/Iowa/A02525043/2021,1/5/2021,Iowa,LAIV_C-I
A/swine/Iowa/A02479211/2020,4/6/2020,Iowa,LAIV_C-I
A/swine/Missouri/A02479155/2020,3/19/2020,Missouri,LAIV_C-I
A/swine/Nebraska/A02266075/2018,10/2/2018,Nebraska,2010-human_like
A/swine/North_Carolina/A01785564/2018,6/6/2018,North_Carolina,2010-human_like
A/swine/IA/37507/2018,5/23/2018,Iowa,LAIV_C-I
A/swine/IA/27937/2018,4/18/2018,Iowa,LAIV_C-I
A/swine/Ohio/OH_18_5253/2018,3/9/2018,Ohio,2010-human_like
A/swine/North_Carolina/A02142401/2018,2/23/2018,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785450/2018,2/15/2018,North_Carolina,2010-human_like
A/swine/Nebraska/A02140795/2018,1/8/2018,Nebraska,2010-human_like
A/swine/Missouri/A02135750/2017,11/3/2017,Missouri,2010-human_like
A/swine/North_Carolina/A01785340/2017,11/2/2017,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785341/2017,10/31/2017,North_Carolina,2010-human_like
A/swine/North_Carolina/A01785335/2017,10/31/2017,North_Carolina,2010-human_like
A/swine/Illinois/A02134235/2017,10/19/2017,Illinois,2010-human_like
A/swine/Ohio/17TOSU4798/2017,9/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU7274/2017,8/1/2017,Ohio,2010-human_like
A/swine/Michigan/17TOSU4222/2017,8/1/2017,Michigan,2010-human_like
A/swine/Nebraska/A01785272/2017,7/3/2017,Nebraska,C_IVA
A/swine/Indiana/17TOSU1839/2017,7/1/2017,Indiana,2010-human_like
A/swine/Kentucky/17TOSU6274/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Ohio/17TOSU1420/2017,7/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU1731/2017,7/1/2017,Indiana,2010-human_like
A/swine/Kentucky/17TOSU6417/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Oklahoma/38808/2017,6/6/2017,Oklahoma,2016-human_like
A/swine/Indiana/17TOSU4223/2017,6/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1123/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU5580/2017,6/1/2017,Ohio,2010-human_like
A/swine/Iowa/A02215198/2017,5/2/2017,Iowa,2010-human_like
A/swine/Indiana/A01812260/2017,4/18/2017,Indiana,2010-human_like
A/swine/Iowa/A02214828/2017,4/4/2017,Iowa,2010-human_like
A/swine/Iowa/A02214657/2017,3/30/2017,Iowa,2010-human_like
A/swine/Iowa/A02214659/2017,3/29/2017,Iowa,2010-human_like
A/swine/Ohio/A02214230/2017,3/20/2017,Ohio,2010-human_like
A/swine/Nebraska/A01785250/2017,3/6/2017,Nebraska,C_IVA
A/swine/Illinois/A01668163/2016,11/10/2016,Illinois,2010-human_like
A/swine/Iowa/A01782264/2016,10/12/2016,Iowa,2010-human_like
A/swine/Ohio/16TOSU8764/2016,8/13/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5245/2016,8/11/2016,Ohio,2010-human_like
A/swine/Michigan/16TOSU5089/2016,8/6/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU5083/2016,8/6/2016,Michigan,C_IVA
A/swine/Indiana/16TOSU4841/2016,8/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU5179/2016,8/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4854/2016,8/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU5399/2016,8/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5162/2016,8/1/2016,Ohio,2010-human_like
A/swine/Michigan/A01104095/2016,7/28/2016,Michigan,2010-human_like
A/swine/Indiana/A01812246/2016,7/26/2016,Indiana,C_IVA
A/swine/Illinois/A01104098/2016,7/25/2016,Illinois,C_IVA
A/swine/Indiana/A01812245/2016,7/21/2016,Indiana,C_IVA
A/swine/Michigan/16TOSU7563/2016,7/16/2016,Michigan,C_IVA
A/swine/Kentucky/16TOSU3477/2016,7/7/2016,Kentucky,C_IVA
A/swine/Kentucky/16TOSU3494/2016,7/7/2016,Kentucky,C_IVA
A/swine/Kentucky/16TOSU6724/2016,7/7/2016,Kentucky,C_IVA
A/swine/Ohio/16TOSU8254/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU7618/2016,7/1/2016,Indiana,C_IVA
A/swine/Michigan/16TOSU7559/2016,7/1/2016,Michigan,C_IVA
A/swine/Indiana/16TOSU6758/2016,6/24/2016,Indiana,C_IVA
A/swine/Michigan/16TOSU3399/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3342/2016,6/18/2016,Michigan,C_IVA
A/swine/Indiana/16TOSU2935/2016,6/12/2016,Indiana,C_IVA
A/swine/Iowa/16TOSU2493/2016,6/9/2016,Iowa,C_IVA
A/swine/Iowa/16TOSU2589/2016,6/9/2016,Iowa,C_IVA
A/swine/Iowa/16TOSU2257/2016,6/9/2016,Iowa,C_IVA
A/swine/Iowa/16TOSU2709/2016,6/9/2016,Iowa,C_IVA
A/swine/Iowa/16TOSU2418/2016,6/9/2016,Iowa,2010-human_like
A/swine/Iowa/16TOSU2772/2016,6/1/2016,Iowa,2010-human_like
A/swine/Ohio/16TOSU3152/2016,6/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4055/2016,6/1/2016,Indiana,C_IVA
A/swine/Indiana/16TOSU4043/2016,6/1/2016,Indiana,C_IVA
A/swine/Iowa/A01894141/2016,3/23/2016,Iowa,C_IV
A/swine/Minnesota/A01941920/2015,12/18/2015,Minnesota,2010-human_like
A/swine/Minnesota/A01941094/2015,11/13/2015,Minnesota,2010-human_like
A/swine/Kentucky/15TOSU1908/2015,11/8/2015,Kentucky,C_IVB
A/swine/Missouri/A01822838/2015,6/11/2015,Missouri,2010-human_like
A/swine/Iowa/A01847868/2015,5/6/2015,Iowa,2010-human_like
A/swine/Nebraska/A01489647/2015,3/10/2015,Nebraska,C_IVA
A/swine/Minnesota/A01394021/2013,10/15/2013,Minnesota,C_IVA
A/swine/Iowa/A01476500/2013,7/23/2013,Iowa,2010-human_like
A/swine/USA/2013028053/2013,7/23/2013,Unknown,2010-human_like
A/swine/Indiana/A01260276/2013,4/16/2013,Indiana,C_IVA
A/swine/Indiana/A01260252/2013,3/19/2013,Indiana,C_IVA
A/swine/Indiana/A01432492/2013,Mar-13,Indiana,C_IVA
A/swine/Iowa/A01432308/2012,12/18/2012,Iowa,C_IVA
A/swine/Nebraska/A01271548/2012,10/29/2012,Nebraska,C_IVF
A/swine/Iowa/A01432077/2012,Oct-12,Iowa,C_IVB
A/swine/Minnesota/A01301908/2012,9/2/2012,Minnesota,C_IVA
A/swine/Ohio/12TOSU522/2012,8/15/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU433/2012,8/6/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU411/2012,8/6/2012,Ohio,C_IVA
A/swine/Indiana/A00968390/2012,8/1/2012,Indiana,C_IVA
A/swine/Ohio/12TOSU176/2012,7/19/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU175/2012,7/19/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU129/2012,7/12/2012,Ohio,C_IVA
A/swine/Ohio/12TOSU138/2012,7/12/2012,Ohio,C_IVA
A/swine/North_Carolina/A01270394/2012,5/31/2012,North_Carolina,C_IVA
A/swine/Indiana/A01203509/2012,5/9/2012,Indiana,C_IVA
A/swine/North_Carolina/A01203272/2012,2/13/2012,North_Carolina,C_IVA
A/swine/Illinois/A01240775/2012,1/9/2012,Illinois,C_IVE
A/swine/Illinois/A01240784/2012,1/9/2012,Illinois,C_IVE
A/swine/Dakota_Superior/MT_12_07_411/2012,1/4/2012,Unknown,C_IV
A/swine/Ohio/11TOSU559/2011,10/28/2011,Ohio,C_IVA
A/swine/Ohio/11TOSU562/2011,10/28/2011,Ohio,C_IVA
A/swine/Indiana/A00968322/2010,10/20/2010,Indiana,C_IVA
A/swine/Ohio/10SW204/2010,8/24/2010,Ohio,C_IVA
A/swine/Ohio/10SW127/2010,8/12/2010,Ohio,C_IVA
A/swine/Ohio/10SW126/2010,8/12/2010,Ohio,C_IVA
A/swine/Ohio/10SW133/2010,8/12/2010,Ohio,C_IVA
A/swine/Ohio/10SW134/2010,8/12/2010,Ohio,C_IVA
A/swine/Ohio/10SW122/2010,8/12/2010,Ohio,C_IVA
A/swine/Ohio/10SW135/2010,8/12/2010,Ohio,C_IVA
A/swine/Nebraska/A01785278/2017,4/11/2017,Nebraska,C_IVA
A/swine/Iowa/A02169065/2018,5/23/2018,Iowa,2010-human_like
A/swine/MO/32702/2018,5/4/2018,Missouri,LAIV_C-I
A/swine/MO/28229/2018,4/18/2018,Missouri,LAIV_C-I
A/swine/Nebraska/A02140873/2018,1/19/2018,Nebraska,2010-human_like
A/swine/Nebraska/A02137140/2017,11/28/2017,Nebraska,2010-human_like
A/swine/Ohio/OH_17_25426/2017,11/10/2017,Ohio,2010-human_like
A/swine/Ohio/71681/2017,10/26/2017,Ohio,2016-human_like
A/swine/Maryland/A01764024/2017,9/23/2017,Maryland,2010-human_like
A/swine/Maryland/A01764005/2017,9/17/2017,Maryland,2010-human_like
A/swine/Iowa/A02219543/2017,8/4/2017,Iowa,2010-human_like
A/swine/Iowa/17TOSU7821/2017,8/1/2017,Iowa,2010-human_like
A/swine/Kentucky/17TOSU6521/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Indiana/17TOSU1572/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1822/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1823/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1827/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1832/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1833/2017,7/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU1840/2017,7/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU1404/2017,7/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU1568/2017,7/1/2017,Indiana,2010-human_like
A/swine/Kentucky/17TOSU6438/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Kentucky/17TOSU6581/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Kentucky/17TOSU6575/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Kentucky/17TOSU6329/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Kentucky/17TOSU6368/2017,7/1/2017,Kentucky,2010-human_like
A/swine/Indiana/17TOSU1066/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU5582/2017,6/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU5506/2017,6/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU1135/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU2596/2017,6/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU2835/2017,6/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU2865/2017,6/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU3748/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU5554/2017,6/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU5564/2017,6/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU5579/2017,6/1/2017,Ohio,2010-human_like
A/swine/Iowa/17TOSU3483/2017,6/1/2017,Iowa,2010-human_like
A/swine/Indiana/17TOSU2849/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU5637/2017,6/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU5114/2017,6/1/2017,Ohio,2010-human_like
A/swine/Ohio/17TOSU5116/2017,6/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU2836/2017,6/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU2854/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/17TOSU5521/2017,6/1/2017,Ohio,2010-human_like
A/swine/Indiana/17TOSU2839/2017,6/1/2017,Indiana,2010-human_like
A/swine/Indiana/17TOSU2840/2017,6/1/2017,Indiana,2010-human_like
A/swine/Ohio/A01785236/2016,10/27/2016,Ohio,2010-human_like
A/swine/Iowa/A01782283/2016,10/11/2016,Iowa,2010-human_like
A/swine/Iowa/A01782391/2016,10/10/2016,Iowa,2010-human_like
A/swine/Illinois/A01644175/2016,10/3/2016,Illinois,2010-human_like
A/swine/Ohio/16TOSU8757/2016,8/13/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5879/2016,8/11/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5254/2016,8/11/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5873/2016,8/11/2016,Ohio,2010-human_like
A/swine/Michigan/16TOSU5238/2016,8/6/2016,Michigan,2010-human_like
A/swine/Michigan/16TOSU5222/2016,8/6/2016,Michigan,2010-human_like
A/swine/Indiana/16TOSU7626/2016,8/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU4993/2016,8/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU5381/2016,8/1/2016,Ohio,2010-human_like
A/swine/Iowa/16TOSU8488/2016,8/1/2016,Iowa,2010-human_like
A/swine/Iowa/16TOSU8489/2016,8/1/2016,Iowa,2010-human_like
A/swine/Ohio/16TOSU4788/2016,7/28/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU4783/2016,7/28/2016,Ohio,2010-human_like
A/swine/Kentucky/16TOSU3284/2016,7/7/2016,Kentucky,2010-human_like
A/swine/Indiana/16TOSU4621/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU8174/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU4333/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4637/2016,7/1/2016,Indiana,2010-human_like
A/swine/Michigan/16TOSU4673/2016,7/1/2016,Michigan,2010-human_like
A/swine/Ohio/16TOSU4335/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU8302/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU7801/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4742/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4759/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU7823/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU7610/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4171/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU8230/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4540/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU8299/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU8242/2016,7/1/2016,Ohio,2010-human_like
A/swine/Michigan/16TOSU4663/2016,7/1/2016,Michigan,2010-human_like
A/swine/Ohio/16TOSU8256/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4561/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU8259/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4175/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4574/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4582/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4595/2016,7/1/2016,Indiana,2010-human_like
A/swine/Indiana/16TOSU4521/2016,7/1/2016,Indiana,2010-human_like
A/swine/Ohio/16TOSU8264/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU8301/2016,7/1/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU8219/2016,7/1/2016,Ohio,2010-human_like
A/swine/Indiana/16TOSU4068/2016,7/1/2016,Indiana,C_IVB
A/swine/Illinois/16TOSU7080/2016,6/30/2016,Illinois,2010-human_like
A/swine/Ohio/16TOSU3192/2016,6/25/2016,Ohio,2010-human_like
A/swine/Ohio/16TOSU3177/2016,6/25/2016,Ohio,2010-human_like
A/swine/Michigan/16TOSU3443/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3442/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3418/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3407/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3406/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3403/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3378/2016,6/18/2016,Michigan,2010-human_like
A/swine/Michigan/16TOSU3386/2016,6/18/2016,Michigan,C_IVA
A/swine/Michigan/16TOSU3388/2016,6/18/2016,Michigan,C_IVA
A/swine/Indiana/16TOSU3009/2016,6/18/2016,Indiana,2010-human_like
A/swine/Michigan/16TOSU3334/2016,6/18/2016,Michigan,C_IVA
